sira,score,tipadi,daire,esasno,esasyil,kararno,karartarihi,kaynak_arama,sinyaller,konu,metin_ozet
45,38.3,Yargıtay,10,8691,2020,6521,2020-11-16,gebe+illiyet,gebe×1 | travma×15 | illiyet×9 | TCK 87/88 | cenin/düşük | trafik/iş kaz,MADDİ VE MANEVİ TAZMİNAT DAVASI - DAVALI GENEL MÜDÜRLÜĞÜN AŞAMALARDA YATIRDIĞI BAKİYE KARAR VE İLAM HARÇLARININ HÜKÜM ALTINA ALINAN KARAR VE İLAM HARCINDAN MAHSUP EDİLMEDİĞİ - HÜKMÜN DÜZELTİLEREK ONAN,"(6100 S. K. m. 346, 362, 366) (6331 S. K. m. 4, 5, 10, 19) (818 S. K. m. 47, 332) (6098 S. K. m. 56, 417) (4857 S. K. m. 2, 77) (492 S. K. m. 8) (YİBK 01.06.1990 T. 1989/3 E. &nbsp;1990/4 K.) (YHGK 09.10.2013 T. 2013/21-102 E. 2013/1456 K.) &nbsp; Dava, iş kazası nedeniyle maddi ve manevi tazminat t"
46,38.3,Yargıtay,10,3323,2021,4009,2023-04-11,gebe+illiyet,gebe×1 | travma×15 | illiyet×9 | TCK 87/88 | cenin/düşük | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ: ... Bölge Adliye Mahkemesi 15. Hukuk Dairesi SAYISI: 2020/1926 Esas, 2020/1623 Karar HÜKÜM/KARAR: Esastan Red İLK DERECE MAHKEMESİ: Soma İş Mahkemesi SAYISI: 2018/527 Esas, 2019/185 Karar Taraflar arasındaki iş kazasından kaynaklanan maddi ve manevi tazminat davasından dolayı yapılan yarg"
47,38.3,A.İ.H.M.,2,24069,2003,,2014-03-18,gebe+illiyet,gebe×7 | travma×20 | illiyet×9 | TCK 87/88 | cenin/düşük,ÖCALAN V. - TÜRKİYE DAVASI (NO. 2),"(AİHS m. 2, 3, 5, 6, 7, 8, 13, 14, 29, 34, 41, 44) (2709 S. K. m. 38) (5237 S. K. m. 46, 47, 68) (5275 S. K. m. 4, 25, 59, 107) (5271 S. K. m. 151) (765 S. K. m. 13, 125, 450) (Medeni ve Siyasi Haklara İlişkin Milletlerarası Antlaşma m. 7, 16) (Başvuru No. 24069/03, 197/04, 6201/06 et 10464/07) KARA"
48,38.3,Yargıtay,10,7344,2020,6192,2020-11-02,gebe+illiyet,gebe×1 | travma×13 | illiyet×9 | TCK 87/88 | cenin/düşük | trafik/iş kaz,MANEVİ TAZMİNAT DAVASI - NİSPİ VEKALET ÜCRETİNİN HESABINDA DAHA DÜŞÜK ORANLAR BELİRLEYEN 2019 YILI TARİFESİNE GÖRE MANEVİ TAZMİNAT RED VEKALET ÜCRETİNİN BELİRLENMESİNİN İSABETSİZ OLDUĞU - HÜKMÜN DÜZEL,"(6100 S. K. m. 362) (6331 S. K. m. 4, 5, 10, 19) (818 S. K. m. 332) (6098 S. K. m. 417) (4857 S. K. m. 2, 77) (YHGK 09.10.2013 T. 2013/21-102 E. 2013/1456 K.) &nbsp; 1-Davacı Çocuklar O.. ve ...&rsquo;nın Maddi, Davacılar Anne-Baba ve Kardeşlerin Manevi Tazminat İstemlerine İlişkin Hükümler Yönünden"
49,38,Danıştay,5,58083,2016,2052,2024-02-28,hamile+düşük,gebe×4 | travma×16 | illiyet×13 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2016/58083 Karar No : 2024/2052 DAVACI :… DAVALI : … Kurulu / … VEKİLİ : Av. … DAVANIN KONUSU : Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile iltisak ve irtibatının ol"
50,38,Danıştay,5,240,2022,11868,2023-09-25,hamile+düşük,gebe×4 | travma×16 | illiyet×13 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2022/240 Karar No : 2023/11868 DAVACI: ... DAVALI: … / … VEKİLİ : Av. … DAVANIN KONUSU : Davacı tarafından, 31/07/2018 tarih ve 30495 sayılı Resmi Gazete'de yayımlanan 7145 sayılı Bazı Kanun ve Kanun Hükmünde Kararnamelerde Değişiklik Yapılmasına Dair Kan"
51,38,Danıştay,5,5285,2018,4554,2024-04-02,hamile+düşük,gebe×4 | travma×16 | illiyet×11 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE EsasNo : 2018/5285 KararNo : 2024/4554 DAVACI : … VEKİLİ : Av. … DAVALI : … Kurulu / … VEKİLİ : Av. … DAVANIN KONUSU:Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile irtibat ve ilt"
52,38,Danıştay,5,3196,2017,11933,2023-09-25,hamile+düşük,gebe×4 | travma×18 | illiyet×10 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2017/3196 Karar No : 2023/11933 DAVACI : … DAVALI : … / … VEKİLİ : Av. … DAVANIN KONUSU:Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile irtibat ve iltisakının olduğu ger"
53,38,Danıştay,5,2239,2017,7708,2024-05-20,hamile+düşük,gebe×4 | travma×25 | illiyet×14 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2017/2239 Karar No : 2024/7708 DAVACI : ... - DAVALI : … / … VEKİLİ : Av.... DAVANIN KONUSU:Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile irtibat ve iltisakının olduğu"
54,38,Danıştay,5,2896,2017,6317,2023-05-17,hamile+düşük,gebe×4 | travma×19 | illiyet×13 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE EsasNo : 2017/2896 KararNo : 2023/6317 DAVACI : … VEKİLİ : Av. … DAVALI : … / … VEKİLİ : Av. …, Av. … DAVANIN KONUSU : Davacı tarafından, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile ilti"
55,38,Anayasa,2,19081,2014,,2017-02-01,gebe+illiyet,gebe×18 | travma×29 | illiyet×5 | TCK 87/88 | cenin/düşük | trafik/iş kaz,ANAYASA MAHKEMESİNİN 1/2/2017 TARİHLİ VE 2014/19081 SAYILI KARARI (BİREYSEL BAŞVURU),"(AİHS. m. 8, 14) (2709 S. K. m. 10, 36, 148) (4857 S. K. m. 5, 11, 17, 18, 25, 66) (2821 S. K. m. 31) (6100 S. K .m. 28) (6331 S. K. m. 16, 17) (1593 S. K. m. 64) (6216 S. K. m. 50) (663 S. KHK. m. 2) RGT: 10.03.2017 RG NO: 30003 İKİNCİ BÖLÜM KARAR T. A. A. BAŞVURUSU Başvuru Numarası: 2014/19081 Kar"
56,38,Danıştay,5,10985,2017,20131,2023-12-25,hamile+düşük,gebe×4 | travma×18 | illiyet×12 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE EsasNo : 2017/10985 KararNo : 2023/20131 DAVACI: ... DAVALI: … / … VEKİLİ: Av. ... DAVANIN KONUSU: Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile iltisak ve irtibatının olduğu ge"
57,38,Danıştay,5,3850,2022,10196,2023-07-06,hamile+düşük,gebe×4 | travma×14 | illiyet×13 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE EsasNo : 2022/3850 KararNo : 2023/10196 DAVACI: ... DAVALI: … / … VEKİLİ: Av. … DAVANIN KONUSU: Davacının, 31/07/2018 tarih ve 30495 sayılı Resmi Gazete'de yayımlanan 7145 sayılı Bazı Kanun ve Kanun Hükmünde Kararnamelerde Değişiklik Yapılmasına Dair Kanun'un 26. m"
58,38,Anayasa,GK,1,2008,2-4,2008-07-30,gebe+illiyet,gebe×4 | travma×55 | illiyet×119 | TCK 87/88 | cenin/düşük,ADALET VE KALKINMA PARTİSİ KARARI 2008/1 E. 2008/2 K. (4. BÖLÜM),"***NOT: ANAYASA MAHKEMESİ'NİN E: 2008/1 (SİYASİ PARTİ KAPATMA), K: 2008/2 SAYILI KARARI OLAĞANÜSTÜ UZUNLUĞU NEDENİYLE 1. BÖLÜMÜ 2008/2-1, 2. BÖLÜMÜ 2008/2-2, 3. BÖLÜMÜ 2008/2-3 VE 4. BÖLÜMÜ 2008/2-4 KARAR NO'SU İLE OLMAK ÜZERE DÖRT PARÇA HALİNDE PROGRAMA GİRİLMİŞTİR. KARARIN DİĞER PARÇALARINI GÖRMEK"
59,38,Danıştay,5,2887,2017,3357,2020-07-08,hamile+düşük,gebe×4 | travma×13 | illiyet×11 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE EsasNo : 2017/2887 KararNo : 2020/3357 DAVACI:... DAVALI: … Kurulu VEKİLİ: Av. ... DAVANIN KONUSU:Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile irtibat ve iltisakının olduğu ger"
60,38,Danıştay,5,4964,2018,7911,2025-06-24,hamile+düşük,gebe×4 | travma×21 | illiyet×13 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2018/4964 Karar No : 2025/7911 DAVACI : ... VEKİLİ : Av. ... DAVALI : ... Kurulu / ... VEKİLİ : Av. ... DAVANIN KONUSU : Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile "
61,38,Danıştay,5,3382,2018,9540,2024-06-10,hamile+düşük,gebe×4 | travma×18 | illiyet×14 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2018/3382 Karar No : 2024/9540 DAVACI: ... DAVALI:... Kurulu / ... VEKİLİ : Av. ... DAVANIN KONUSU : Davacı tarafından, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca meslekte kalmasının u"
62,38,Danıştay,5,2093,2018,11968,2023-09-25,hamile+düşük,gebe×4 | travma×21 | illiyet×13 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2018/2093 Karar No : 2023/11968 DAVACI: ... DAVALI : … / … VEKİLİ : Av. … DAVANIN KONUSU :Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile irtibat ve iltisakının olduğu g"
63,38,Danıştay,5,57751,2016,2712,2023-03-20,hamile+düşük,gebe×4 | travma×30 | illiyet×14 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2016/57751 Karar No : 2023/2712 DAVACI : … DAVALI : … / … VEKİLİ : Av. … DAVANIN KONUSU : Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile iltisak ve irtibatının olduğu g"
64,38,Danıştay,5,43247,2016,3356,2020-07-08,hamile+düşük,gebe×4 | travma×13 | illiyet×15 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE EsasNo : 2016/43247 KararNo : 2020/3356 DAVACI: ... DAVALI: … Kurulu VEKİLİ: Av. ... DAVANIN KONUSU:Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile irtibat ve iltisakının olduğu g"
65,37.8,Yargıtay,3,8504,2022,1652,2023-05-30,gebe+illiyet,gebe×35 | travma×8 | illiyet×12 | TCK 87/88 | obstetrik komp.,YARGITAY KARARI,"MAHKEMESİ: Kayseri Bölge Adliye Mahkemesi 6. Hukuk Dairesi SAYISI: 2022/1859 E., 2022/2045 K. DAVA TARİHİ: 07.07.2020 KARAR: Davanın reddi İLK DERECE MAHKEMESİ: Kayseri 2. Tüketici Mahkemesi SAYISI: 2020/175 E., 2022/288 K. Taraflar arasındaki maddi manevi tazminat davasından dolayı yapılan yargılam"
66,37.6,Yargıtay,10,3823,2023,9886,2024-10-10,gebe+illiyet,gebe×2 | travma×17 | illiyet×8 | TCK 87/88 | cenin/düşük | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ: Bursa Bölge Adliye Mahkemesi 9. Hukuk Dairesi SAYISI: 2022/2927 E., 2022/2492 K. KARAR: Kısmen Kabul İLK DERECE MAHKEMESİ: Gönen(Balıkesir) 1. Asliye Hukuk (İş) Mahkemesi SAYISI: 2020/357 E., 2022/97 K. Taraflar arasındaki iş kazasından kaynaklanan maddi ve manevi tazminat davasından dola"
67,37.6,Danıştay,10,4430,2020,5847,2023-10-24,gebe+travma,gebe×8 | travma×12 | illiyet×8 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2020/4430 KararNo : 2023/5847 DAVACI: ... Tıp Merkezi Ltd. Şti. VEKİLLERİ: Av. … Av. … DAVALI: … Bakanlığı / … VEKİLİ: Hukuk Müşaviri Av. … DAVANIN KONUSU: Davacı tarafından, 15/02/2008 tarih ve 26788 sayılı Resmî Gazete'de yayımlanan Ayakta Teşhis ve Teda"
68,37.6,Yargıtay,10,1414,2023,7747,2023-07-11,gebe+illiyet,gebe×2 | travma×27 | illiyet×8 | TCK 87/88 | cenin/düşük | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ: ... Bölge Adliye Mahkemesi 10. Hukuk Dairesi SAYISI: 2022/2652 E., 2022/2891 K. KARAR: Esastan Red İLK DERECE MAHKEMESİ: ... 1. Asliye Hukuk (İş) Mahkemesi SAYISI: 2020/314 E., 2022/169 K. Taraflar arasındaki iş kazasından maddi ve manevi tazminat istemi davasından dolayı yapılan yargılam"
69,37.5,Yargıtay,CG,283,2020,507,2021-10-27,gebe+illiyet,gebe×3 | travma×42 | illiyet×22 | TCK 87/88 | cenin/düşük,YARGITAY KARARI,"Kararı veren Yargıtay Dairesi: Ceza Genel Kurulu Mahkemesi:Ceza Dairesi Sayısı: 64-9 Temyiz Edenler: Sanık ve müdafisi Silahlı terör örgütü yöneticisi olma suçundan sanık hakkında ilk derece mahkemesi sıfatıyla yargılama yapan Yargıtay 9. Ceza Dairesince 05.02.2020 tarih ve 64-9 sayı ile; sanığın TC"
70,37.5,Danıştay,5,8428,2017,5608,2020-12-07,hamile+düşük,gebe×3 | travma×81 | illiyet×15 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2017/8428 Karar No : 2020/5608 DAVACI : … DAVALI: … Kurulu / ANKARA VEKİLİ: Av. … DAVANIN KONUSU:Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile irtibat ve iltisakının o"
71,37.4,Yargıtay,CG,565,2018,524,2021-11-04,gebe+travma,gebe×13 | travma×144 | illiyet×2 | TCK 87/88 | cenin/düşük | künt/batın,YARGITAY KARARI,"Yargıtay Dairesi: 8. Ceza Dairesi İşkence suçundan sanıklar ..., ... ve ...'nın beraatlerine ilişkin ... 5. Ağır Ceza Mahkemesince verilen 20.12.2006 tarihli ve 433-465 sayılı hükümlerin, katılan ve vekili tarafından temyiz edilmesi üzerine dosyayı inceleyen Yargıtay 8. Ceza Dairesince 08.12.2011 ta"
72,37.4,Yargıtay,CG,491,2016,455,2019-05-28,gebe+travma,gebe×13 | travma×25 | illiyet×7 | TCK 87/88 | cenin/düşük,YARGITAY KARARI,"Kararı Veren Yargıtay Dairesi: (Kapatılan) 23. Ceza Dairesi Mahkemesi:Ağır Ceza Sayısı: 80-128 Resmî belgede sahtecilik suçundan sanık ...'ün, TCK'nın 210/2. maddesi yollamasıyla aynı Kanun'un 204/1, 43/1, 62 ve 53. maddeleri uyarınca 2 yıl 2 ay 7 gün hapis cezası ile cezalandırılmasına ve hak yoksu"
73,37,Anayasa,2,1156,2018,,2021-05-18,hamile+düşük,gebe×94 | travma×21 | TCK 87/88 | cenin/düşük | obstetrik komp.,ANAYASA MAHKEMESİNİN 18/5/2021 TARİHLİ VE 2018/1156 SAYILI KARARI (BİREYSEL BAŞVURU),"(2709 S. K. m. 17, 56) (6384 S. K. Geç. m. 2) (6216 S. K. m. 50) (Anayasa Mahkemesi İçtüzüğü m. 79) (ANY. MAH. 18.09.2013 T. 2012/969 E.) (ANY. MAH. 21.01.2016 T. 2013/2803 E.) (ANY. MAH. 21.02.2018 T. 2014/15355 E.) (ANY. MAH. 12.09.2018 T. 2014/13828 E.) (ANY. MAH. 10.01.2019 T. 2015/4259 E.) (ANY"
74,37,Yargıtay,3,1841,2021,9382,2024-07-19,hamile+düşük,gebe×2 | travma×16 | illiyet×11 | TCK 87/88 | cenin/düşük,YARGITAY KARARI,"İlk Derece Mahkemesince sanıklar hakkında silahlı terör örgütüne üye olma suçundan kurulan mahkumiyet hükümlerine ve güvenlik tedbirlerine yönelik istinaf incelemesi üzerine Bölge Adliye Mahkemesi tarafından verilen kararların; ... sayılı Kanun&#39;un 286 ncı maddesinin birinci fıkrası uyarınca temy"
75,37,Anayasa,GK,30,2020,12,2023-01-25,gebe+illiyet,gebe×2 | travma×11 | illiyet×12 | TCK 87/88 | cenin/düşük,"ANAYASA MAHKEMESİNİN E: 2020/30 (7196 SAYILI KANUN İLE İLGİLİ), K: 2023/12 SAYILI KARARI","(AİHS m. 8, 7 NOLU PROTOKOL) (2709 S. K. m. 2, 5, 7, 10, 13, 16, 17, 19, 23, 36, 40, 48, 56, 60, 65, 70, 73, 90, 125, 128, 129, 153, 161) (7196 S. K. m. 10, 21, 30, 52, 53, 62, 72, 74, 75, 76, 81, 87) (3201 Geç. m. 29) (2692 S. K. m. 24, Ek m. 4) (2803 S. K. Ek m. 8) (4721 S. K. m. 409, 436) (5510 S"
76,37,Danıştay,5,3621,2017,3784,2020-09-22,hamile+düşük,gebe×2 | travma×23 | illiyet×15 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2017/3621 Karar No : 2020/3784 DAVACI: . VEKİLİ: Av. . DAVALI : . VEKİLİ: Av. . DAVANIN KONUSU:Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile iltisak ve irtibatının old"
77,37,Danıştay,5,56740,2016,5424,2020-11-25,hamile+düşük,gebe×2 | travma×15 | illiyet×12 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2016/56740 Karar No : 2020/5424 DAVACI: . VEKİLİ: Av. . DAVALI: . Kurulu / . VEKİLİ : Av. . DAVANIN KONUSU:Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile iltisak ve irt"
78,37,Danıştay,5,57111,2016,6863,2023-05-24,hamile+düşük,gebe×2 | travma×34 | illiyet×15 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2016/57111 Karar No : 2023/6863 DAVACI: … DAVALI: … / … VEKİLİ: Av. … DAVANIN KONUSU : Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile irtibat ve iltisakının olduğu gere"
79,36.8,Yargıtay,BG,9,2017,10,2018-10-19,gebe+illiyet,gebe×33 | travma×25 | illiyet×4 | TCK 87/88 | cenin/düşük | trafik/iş kaz,İÇTİHATLARIN BİRLEŞTİRİLMESİ İSTEMİ - İŞÇİNİN BEKLEME SÜRESİNİ AŞAN İŞE DEVAMSIZLIĞI NEDENİYLE İŞ SÖZLEŞMESİNİN HAKLI NEDENLE DERHAL FESHİ - ALMIŞ OLDUĞU SAĞLIK RAPORLARI NEDENİYLE DERHAL FESİHLERDE İ,"(ILO 158 Nolu Sözleşme - Hizmet İlişkisine İşveren Tarafından Son Verilmesi Hakkında Sözleşme m. 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 19) (2709 S. K. m. 48, 49) (4857 S. K. m. 8, 17, 18, 19, 24, 25, 27) (6098 S. K. m. 93, 435, 440) (4721 S. K. m. 2) (7036 S. K. m. 20, 21) (9. HD. 24.11.2015 T. 2"
80,36.8,Yargıtay,CG,312,2016,700,2021-12-29,gebe+travma,gebe×39 | travma×106 | illiyet×4 | TCK 87/88 | cenin/düşük | trafik/iş kaz,YARGITAY KARARI,"Kararı Veren Yargıtay Dairesi: (Kapatılan) 14. Ceza Dairesi Mahkemesi:Ağır Ceza Sayısı : 28-45 Çocuğun nitelikli cinsel istismarı suçundan; sanık ...’nin TCK'nın 103/1-a maddesi delaletiyle 103/2, 43/1, 62 ve 53. maddeleri uyarınca 10 yıl 5 ay hapis, sanık ...’ın TCK'nın 103/1-a maddesi delaletiyle "
81,36.7,Anayasa,GK,18936,2015,,2019-05-22,hamile+düşük,gebe×5 | travma×7 | illiyet×25 | TCK 87/88 | cenin/düşük,ANAYASA MAHKEMESİNİN 22/5/2019 TARİHLİ VE 2015/18936 SAYILI KARARI (BİREYSEL BAŞVURU),"(Medeni ve Siyasi Haklara İlişkin Milletlerarası Antlaşma m. 19) (2709 S. K. m. 13, 26, 28, 36, 37) (5651 S. K. m. 8/A) (6639 S. K. m. 29) (5271 S. K. m. 268) (6216 S. K. m. 50) (Anayasa Mahkemesi İçtüzüğü m. 28) (HANDYSIDE - BİRLEŞİK KRALLIK DAVASI) (AHMET YILDIRIM V. - TÜRKİYE DAVASI) (JERSILD - D"
82,36.5,Danıştay,5,656,2017,4066,2020-10-01,hamile+düşük,gebe×1 | travma×14 | illiyet×13 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2017/656 Karar No : 2020/4066 DAVACI: ... VEKİLİ: Av. ... DAVALI: ...Kurulu / ... VEKİLİ: Av. ... DAVANIN KONUSU :Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile irtibat"
83,36.5,Yargıtay,CG,495,2017,317,2022-05-10,gebe+travma,gebe×1 | travma×144 | illiyet×15 | TCK 87/88 | cenin/düşük,YARGITAY KARARI,"Yargıtay Dairesi: 1. Ceza Dairesi Sanık ...'ın kasten öldürme suçuna yardım etmeden TCK’nın 81/1, 39/2-c, 29 ve 62. maddeleri uyarınca 3 yıl 1 ay; sanık ...'in silahla tehdit suçundan TCK’nın 106/2-a, 43, 29 ve 62. maddeleri uyarınca 1 yıl 6 ay 22 gün hapis cezası ile cezalandırılmalarına, her iki s"
84,36.5,Yargıtay,CG,406,2023,46,2024-02-13,gebe+illiyet,gebe×1 | travma×15 | illiyet×19 | TCK 87/88 | cenin/düşük,YARGITAY KARARI,"Kararı veren Yargıtay Dairesi: Ceza Genel Kurulu Mahkemesi:Ceza Dairesi Sayısı: 31-13 Silahlı terör örgütüne üye olma suçundan sanık hakkında İlk Derece Mahkemesi sıfatıyla yargılama yapan Yargıtay 9. Ceza Dairesince 08.07.2019 tarih ve 27-121 sayı ile; sanığın 5237 sayılı Türk Ceza Kanunu'nun 314/2"
85,36.5,Yargıtay,CG,280,2019,339,2021-07-06,gebe+illiyet,gebe×1 | travma×15 | illiyet×20 | TCK 87/88 | cenin/düşük,YARGITAY KARARI,"Yargıtay Dairesi: Ceza Genel Kurulu Silahlı terör örgütüne üye olma suçundan sanık ... hakkında ilk derece mahkemesi sıfatıyla yargılama yapan Yargıtay 9. Ceza Dairesince 13.03.2019 tarih ve 118 - 31 sayı ile; sanığın TCK'nın 314/2, 3713 sayılı Kanun'un 5/1, TCK'nın 62, 53, 58/9 ve 63. maddeleri uya"
86,36.5,Danıştay,5,5620,2017,4700,2020-10-26,hamile+düşük,gebe×1 | travma×16 | illiyet×16 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2017/5620 Karar No : 2020/4700 DAVACI: . VEKİLİ: Av. . DAVALI : . Kurulu / . VEKİLİ : Av. . DAVANIN KONUSU: Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile iltisak ve ir"
87,36.5,Yargıtay,CG,491,2019,350,2021-07-08,gebe+illiyet,gebe×1 | travma×16 | illiyet×19 | TCK 87/88 | cenin/düşük,YARGITAY KARARI,"Kararı veren Yargıtay Dairesi: Ceza Genel Kurulu Mahkemesi:Ceza Dairesi Sayısı: 29-78 Silahlı terör örgütüne üye olma suçundan sanık ... hakkında ilk derece mahkemesi sıfatıyla yargılama yapan Yargıtay 9. Ceza Dairesince 20.05.2019 tarih ve 29-78 sayı ile; sanığın TCK'nın 314/2, 3713 sayılı Kanun'un"
88,36.5,Danıştay,5,6337,2017,4075,2020-10-01,hamile+düşük,gebe×1 | travma×23 | illiyet×15 | TCK 87/88 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y BEŞİNCİ DAİRE Esas No : 2017/6337 Karar No : 2020/4075 DAVACI: ... DAVALI: ...Kurulu / ... VEKİLİ : Av. ... DAVANIN KONUSU:Davacının, 667 sayılı Olağanüstü Hal Kapsamında Alınan Tedbirlere İlişkin Kanun Hükmünde Kararname'nin 3/1. maddesi uyarınca FETÖ ile iltisak ve irtibatının"
89,36.4,Yargıtay,CG,1420,2016,562,2019-09-24,gebe+illiyet,gebe×2 | travma×19 | illiyet×7 | TCK 87/88 | cenin/düşük | trafik/iş kaz,YARGITAY KARARI,"Kararı veren Yargıtay Dairesi: 12. Ceza Dairesi Mahkemesi:Asliye Ceza (Kapatılan Kemer Sulh Ceza Mahkemesinin 80-386 sayılı kararı) Sayısı: 834-417 Taksirle bir kişinin yaralanmasına neden olma suçundan sanık ...'in TCK'nın 89/1, 89/3-b, 62 ve 52. maddeleri uyarınca 9.000 TL adli para cezası ile cez"
